drug,author,herb_part,bot_name,disease_category,taste,potency,ultimate_taste,inherent_action
Sirukumari Thailam,Therayar ,,Piper nigrum,Diabetes,"Bitter, Pungent ",Hot,Spicy ,"karalundaki,agatuvaiagatri,muraiveppagatri,thadipuundaki,veppamundaki,veekankaraichi,vathamadaiki,nachheri"
Sirukumari Thailam,Therayar ,,Piper longum,Diabetes,sweet,Cold ,Sweet,null
Sirukumari Thailam,Therayar ,,Terminalia chebula,Diabetes,Astringent,Hot,Sweet,null
Sirukumari Thailam,Therayar ,,Phyllanthus emblica,Diabetes,"Sour, Astringent, sweet",Cold ,Sweet,null
Sirukumari Thailam,Therayar ,,Terminalia bellirica ,Diabetes,Astringent,Hot,Sweet,"Thuvarpi,kolaiagatri,malamilaki,uramaki"
Sirukumari Thailam,Therayar ,,Myristica fragrans,Diabetes,"Astringent , Pungent",Hot,Spicy ,"Vekkammundaki,Agatuvaiyagatri,Moorchaiyundaki,Manamooti,Kaamaperuki,Uramaki"
Sirukumari Thailam,Therayar ,,Glycyrrhiza glabra,Diabetes,Sweet ,Cold ,Sweet,"Varatchiyakatri,Ullalagatri,kollaiyagatri,Malamilaki,Uramaki"
Sirukumari Thailam,Therayar ,,Nardostachys grandiflora,Diabetes,"Sweet , Pungent",Hot,Spicy ,"Vepammundaki,Esivagatri,Siruneerperuki,Kollaiyagatri"
Sirukumari Thailam,Therayar ,,Plectranthus vettiveroides,Diabetes,Bitter,Cold ,Sweet,"kulirchiundaki,pithamadaki"
Sirukumari Thailam,Therayar ,,Cyperus rotundus,Diabetes,null,null,null,"Thuvarpi,Vepammundaki,Uramaki,Siruneerperuki,Viyarvaiperuki,Ulalalatri,Rudhuundaki,Puluvagatri"
Sirukumari Thailam,Therayar ,,Grandhi thagaram,Diabetes,null,null,null,null
Sirukumari Thailam,Therayar ,Ver,Hemidesmus indicus ,Diabetes,"sweet, mildBitter",Cold ,Sweet,"udarthetri,uramaki,ullalaratri,siruneerperuki,viyarvaiperuki"
Sirukumari Thailam,Therayar ,tuber,Curcuma zedoaria,Diabetes,"Bitter , Arpapungent",Hot,Spicy ,"Veppamundaki,Agatuvaiyagatri,Kollaiyagatri,Siruneerperuki,Udalthetri,Manamooti"
Sirukumari Thailam,Therayar ,,Rasanjanam,Diabetes,null,null,null,null
Sirukumari Thailam,Therayar ,,Nymphaea alba ,Diabetes,Sweet,Cold ,Sweet,"Pithamadaki,KulirchiyundaKI"
Sirukumari Thailam,Therayar ,,Clerodendrum inerme,Diabetes,Bitter,Hot,Spicy ,"Udalthetri,Vepagatri,Uramaki"
pooranasanthirodhayam,Therayar ,Flower,Gossypium herbaceum,Diab/ TB ,"Astringent, sweet",Hot,Spicy ,"thuvarpi,uramaki"
pooranasanthirodhayam,Therayar ,,Chloris barbata,Diab/ TB ,null,null,null,null
pooranasanthirodhayam,Therayar ,,Eclipta prostrata,Diab/ TB ,Bitter,Hot,Spicy ,"Pithannerperuki,Uramaki,Udalthetri,Vanthiyundaki,Neermalampoki,Veekamuruki,Eralthetri"
pooranasanthirodhayam,Therayar ,,sembu,Diab/ TB ,null,null,null,null
pooranasanthirodhayam,Therayar ,,kendhi,Diab/ TB ,null,null,null,null
pooranasanthirodhayam,Therayar ,,Copper sulphate,Diab/ TB ,null,null,null,null
pooranasanthirodhayam,Therayar ,,vayirachendooram,Diab/ TB ,null,null,null,null
vangasendhooram,Therayar ,,Cassia auriculata ,Tuberculosis ,Astringent,Cold ,Sweet,"Thuvarpi,Uramaki"
vangasendhooram,Therayar ,,Abutilon indicum,Tuberculosis ,sweet,Cold ,Sweet,"ullalaratri,uramaki,malamilaki,siruneerperuki,thathuveppagatri"
vangasendhooram,Therayar ,,kaariyam,Tuberculosis ,null,null,null,null
vangasendhooram,Therayar ,,poonagam,Tuberculosis ,null,null,null,null
asuvagandhi thylam,Therayar ,,Hydnocarpus laurifolia,Diab/ TB ,"Bitter, veguttal",Hot,Spicy ,"udarthetri,veppamundaki,punnalukalyagatri,thukunipulukolli"
asuvagandhi thylam,Therayar ,Root ,Withania somnifera,Diab/ TB ,Bitter,Hot,Spicy ,vepagatri
asuvagandhi thylam,Therayar ,,Pavonia zeylanica,Diab/ TB ,Astringent,Cold ,Sweet,Varatsiyagatri
asuvagandhi thylam,Therayar ,,Manihot esculenta,Diab/ TB ,Sweet,Cold ,Sweet,Uramaki
asuvagandhi thylam,Therayar ,,Hemidesmus indicus ,Diab/ TB ,"sweet, mildBitter",Cold ,Sweet,"udarthetri,uramaki,ullalaratri,siruneerperuki,viyarvaiperuki"
asuvagandhi thylam,Therayar ,,Ipomoea batatas ,Diab/ TB ,Sweet,Cold ,Sweet,"kulirchiundaki,udaluramaki"
,,,koovilum,Diab/ TB ,null,null,null,null
,,,Thayir (curd),Diab/ TB ,null,null,null,null
,,,Butter milk,Diab/ TB ,null,null,null,null
asuvagandhi thylam,Therayar ,Oil ,Ipomoea batatas (L.) LAM.,Diab/ TB ,Sweet,Cold ,Sweet,"kulirchiundaki,udaluramaki"
asuvagandhi thylam,Therayar ,,Alpinia galanga ,Diab/ TB ,pungent,hot,pungent ,"Kollaiyakatri,Vepagatri,Pasitheethundi"
asuvagandhi thylam,Therayar ,,Adenanthera pavonina ,Diab/ TB ,null,null,null,null
asuvagandhi thylam,Therayar ,,Piper longum,Diab/ TB ,sweet,Cold ,Sweet,null
asuvagandhi thylam,Therayar ,,Costus speciosus,Diab/ TB ,"Bitter , Viruvirupu",Hot,Spicy ,"Pasitheethundi,Kollaiyagatri,Uramaki,Vepammundaki,Viyarvaiperuki"
asuvagandhi thylam,Therayar ,,Santalum album,Diab/ TB ,"Bitter , mildAstringent ",Cold ,"Sweet, spicy","Udalthetri,Siruneerperuki,Viyarvaiperuki,Vepammundaki,Alugalagatri,Thuvarpi,Kulirchiyundaki"
asuvagandhi thylam,Therayar ,,Plectranthus vettiveroides,Diab/ TB ,Bitter,Cold ,Sweet,"kulirchiundaki,pithamadaki"
asuvagandhi thylam,Therayar ,,Oldenlandia umbellata,Diab/ TB ,Sweet,Cold ,Sweet,"Kollaiyagatri,Kuruthiperukadaki,Pithaneerperuki"
madhumegam marunthu,Therayar ,,Ficus benghalensis,Diabetes,Astringent,Cold ,Sweet,"Thovarpi,Uramaki,Kamaperuki"
madhumegam marunthu,Therayar ,Bark ,Curcuma zedoaria,Diabetes,"Bitter , Arpapungent",Hot,Spicy ,"Veppamundaki,Agatuvaiyagatri,Kollaiyagatri,Siruneerperuki,Udalthetri,Manamooti"
madhumegam marunthu,Therayar ,,Terminalia chebula,Diabetes,Astringent,Hot,Sweet,null
madhumegam marunthu,Therayar ,,Phyllanthus emblica,Diabetes,"Sour, Astringent, sweet",Cold ,Sweet,null
madhumegam marunthu,Therayar ,,Terminalia bellirica ,Diabetes,Astringent,Hot,Sweet,"Thuvarpi,kolaiagatri,malamilaki,uramaki"
madhumegam marunthu,Therayar ,pattai ,Artocarpus heterophyllus,Diabetes,Astringent ,Hot,Spicy ,thuvarpi
madhumegam marunthu,Therayar ,,Curcuma longa ,Diabetes,"Pungent, Bitter",Hot,Spicy ,"manamuti,agatuvaiagatri,veppamundaki,eeralthetri"
madhumegam marunthu,Therayar ,,Zingiber officinale,Diabetes,Pungent,Hot,Spicy ,"Agatuvaiyagatri,Pasitheethuntri,Umilneerperuki,Seripundaki,Vepamundaki,Thadipundaki"
madhumegam marunthu,Therayar ,,Albizia amara,Diabetes,Astringent ,cold ,sweet,"Thuvarpi,Kulirchiyundaki"
madhumegam marunthu,Therayar ,,Syzygium cumini,Diabetes,Astringent ,Cold ,Spicy ,Pothu-thuvarpi
madhumegam marunthu,Therayar ,,Amarantus tristis,Diabetes,Sweet,Hot,Sweet,"Vepamundaki,kamaperuki"
eelai sayam marunthu,Therayar ,,Smilax china ,Tuberculosis ,sweet,Cold ,Sweet,"udarthetri,megapinivilaki,kamamperuki,thuyimaiyaki"
eelai sayam marunthu,Therayar ,,Acalypha indica,Tuberculosis ,"Bitter , Pungent",Hot,Spicy ,"Thuyaradaki,Pulukolli,Perumalampoki,Siruneerperuki,Vanthiyundaki,Kollaiyagatri,Soothagamundaki"
eelai sayam marunthu,Therayar ,,Mesua nagassarium,Tuberculosis ,"mildBitter , Astringent",Cold ,Spicy ,"Thuvarpi,Agatuvaiyagatri"
eelai sayam marunthu,Therayar ,,Costus speciosus,Tuberculosis ,"Bitter , Viruvirupu",Hot,Spicy ,"Pasitheethundi,Kollaiyagatri,Uramaki,Vepammundaki,Viyarvaiperuki"
eelai sayam marunthu,Therayar ,,Glycyrrhiza glabra,Tuberculosis ,Sweet ,Cold ,Sweet,"Varatchiyakatri,Ullalagatri,kollaiyagatri,Malamilaki,Uramaki"
eelai sayam marunthu,Therayar ,,Syzygium aromaticum,Tuberculosis ,"pungent , Viruvirupu",Hot,Spicy ,"Esivagatri,Agatuvaiyagatri,Pasitheethundi"
eelai sayam marunthu,Therayar ,,Cinnamomum tamala,Tuberculosis ,"Pungent , sweet",Cold ,Sweet,"Vepamundaki,Agatuvaiyagatri,Kamaperuki"
eelai sayam marunthu,Therayar ,,Syzygium aromaticum,Tuberculosis ,"pungent , Viruvirupu",Hot,Spicy ,"Esivagatri,Agatuvaiyagatri,Pasitheethundi"
eelai sayam marunthu,Therayar ,,Myristica fragrans,Tuberculosis ,"Astringent , Pungent",Hot,Spicy ,"Vekkammundaki,Agatuvaiyagatri,Moorchaiyundaki,Manamooti,Kaamaperuki,Uramaki"
eelai sayam marunthu,Therayar ,,Hedyotis corymbosa,Tuberculosis ,Bitter,Hot,Spicy ,"malamilaki,pasithithundi,alugalagaitri,veppagatri,viyarvaiperuki"
eelai sayam marunthu,Therayar ,,korosanai,Tuberculosis ,null,null,null,null
eelai sayam marunthu,Therayar ,Pisin ,Limonia acidissima,Tuberculosis ,"Astringent, viruvirupu ",Hot,Spicy ,"manamuuti,agatuvaiagatri,thuvarpi"
eelai sayam marunthu,Therayar ,,Carum copticum,Tuberculosis ,Pungent,Hot,Spicy ,"Pasithithundi,Esivagatri,Agatuvaiyagatri,Alugalagatri,Vepammundaki,Uramaki,Umilneerperuki"
eelai sayam marunthu,Therayar ,,Acorus calamus,Tuberculosis ,Pungent,Hot,Spicy ,"veppamundaki,pasithithundi,muraiveppagatri,agatuvaiagatri,kumattalelupi,vanthiundaki,thotrupuluvagatri,nutpulukkolli"
eelai sayam marunthu,Therayar ,,Allium sativum,Tuberculosis ,Pungent,Hot,Spicy ,"agatuvaiagatri,pasithithundi,uramaki,udarthetri,veppamundaki,kolaiyagatri,siruneerperuki,pulukoli"
nannari nilapanai nei,Therayar ,root,Curculigo orchioides,Diabetes,sweet,Cold ,Sweet,"uramaki,siruneerperuki,thuvarpi,agatuvaiagatri,varatchiyagatri"
nannari nilapanai nei,Therayar ,Ver,Hemidesmus indicus ,Diabetes,"sweet, mildBitter",Cold ,Sweet,"udarthetri,uramaki,ullalaratri,siruneerperuki,viyarvaiperuki"
nannari nilapanai nei,Therayar ,Ver,Acacia catechu,Diabetes,Astringent ,Cold ,Spicy ,Thuvarpi
nannari nilapanai nei,Therayar ,Pattai ,Pongamia pinnata,Diabetes,"Bitter, Astringent ",Hot,Spicy ,"thuvarpi,udalthetri,thukunipuluvagatri"
nannari nilapanai nei,Therayar ,,Lannea coromandelica,Diabetes,Astringent,Hot,Spicy ,"Thuvarpi,Uramaki,Thothupuluvagatri,Kuruthiperukadaki```"
nannari nilapanai nei,Therayar ,Pattai ,Azima tetracantha,Diabetes,Bitter ,Hot,Spicy ,"Siruneerperuki,Vepammundaki,Thuvarpi,Uramaki,Muraivepagatri,Kollaiyagatri"
gandha parpam,Therayar ,,Gloriosa superba ,Diabetes,Bitter ,Hot,Spicy ,"Udalthetri,Muraivepagatri,Kalichalundaki"
,,,gandham,Diabetes,null,null,null,null
gandha parpam,Therayar ,,Plumbago zeylanica,Diabetes,"Kasapu , virivirupu",Hot,Spicy ,"Muraivepagatri,Viyarvaiperuki"
gandha parpam,Therayar ,,Acalypha indica,Diabetes,"Bitter , Pungent",Hot,Spicy ,"Thuyaradaki,Pulukolli,Perumalampoki,Siruneerperuki,Vanthiyundaki,Kollaiyagatri,Soothagamundaki"
gandha parpam,Therayar ,,Tephrosia purpurea,Diabetes,Pungent,Hot,Spicy ,"Kollaiyagatri,Siruneerperuki,Veekammuruki,Malapuluvagatri,Udalurumaki"
kotasalakkuligai,Therayar ,,Vitex negundo,Diabetes,"Bitter, Astringent, Pungent",Hot,Spicy ,"Pothuseigai-udarthetri,puluvagatri(kudal)"
,,,korosanai,Diabetes,null,null,null,null
,,,komayam,Diabetes,null,null,null,null
,,,pavalam,Diabetes,null,null,null,null
,,,thalagam,Diabetes,null,null,null,null
kotasalakkuligai,Therayar ,Dried rhizome ,Zingiber officinale,Diabetes,Pungent,Hot,Spicy ,"Agatuvaiyagatri,Pasitheethuntri,Umilneerperuki,Seripundaki,Vepamundaki,Thadipundaki"
kotasalakkuligai,Therayar ,,Piper nigrum,Diabetes,"Bitter, Pungent ",Hot,Spicy ,"karalundaki,agatuvaiagatri,muraiveppagatri,thadipuundaki,veppamundaki,veekankaraichi,vathamadaiki,nachheri"
kotasalakkuligai,Therayar ,,Piper longum,Diabetes,sweet,Cold ,Sweet,null
kotasalakkuligai,Therayar ,,Terminalia chebula,Diabetes,Astringent,Hot,Sweet,null
kotasalakkuligai,Therayar ,,Phyllanthus emblica,Diabetes,"Sour, Astringent, sweet",Cold ,Sweet,null
kotasalakkuligai,Therayar ,,Terminalia bellirica ,Diabetes,Astringent,Hot,Sweet,"Thuvarpi,kolaiagatri,malamilaki,uramaki"
kotasalakkuligai,Therayar ,,Costus speciosus,Diabetes,"Bitter , Viruvirupu",Hot,Spicy ,"Pasitheethundi,Kollaiyagatri,Uramaki,Vepammundaki,Viyarvaiperuki"
kotasalakkuligai,Therayar ,,Coccinia grandis,Diabetes,Sweet,Cold ,Sweet,"Kollaiyagatri,Esivagatri,Muraivepagatri,Vepammundaki,Viyarvaiperuki"
kotasalakkuligai,Therayar ,,Curculigo orchioides,Diabetes,sweet,Cold ,Sweet,"uramaki,siruneerperuki,thuvarpi,agatuvaiagatri,varatchiyagatri"
kotasalakkuligai,Therayar ,,Ziziphus mauritiania,Diabetes,null,null,null,"Thuvarpi,Varatchiyagatri"
kotasalakkuligai,Therayar ,,Leucas aspera,Diabetes,"sweet, Pungent",Hot,Spicy ,"malagari,kolaiagatri,veppamundaki,ruthuundaki"
kotasalakkuligai,Therayar ,,Jasminum grandiflorum,Diabetes,Bitter,Hot,Spicy ,thuvarpi
kotasalakkuligai,Therayar ,,Cannabis sativa,Diabetes,Bitter,Hot,Spicy ,"Vepamundaki,Thuyaradaki,Urakamundaki,Moorchaiyundaki,Urakammelupi,Kamaperuki,Esivagatri,Siruneerperuki,Paeruvaliyundaki"
kotasalakkuligai,Therayar ,,Andrographis echioides,Diabetes,"Bitter , Astringent ",Cold ,Spicy ,null
kotasalakkuligai,Therayar ,,Alangium salvifolium,Diabetes,Bitter,Hot,Spicy ,"Udalthetri,Pulukolli,Siruneerperuki,Vanthiyundaki,Vepagatri,Malamilaki,Kumatalelupi"
,,,pandriyin moothirai,Diabetes,null,null,null,null
,,,koli muttaikaru,Diabetes,null,null,null,null
,,,kuyilmuttaikaru,Diabetes,null,null,null,null
sambiranipoo,Therayar ,,Myristica fragrans,Diabetes,"Astringent , Pungent",Hot,Spicy ,"Vekkammundaki,Agatuvaiyagatri,Moorchaiyundaki,Manamooti,Kaamaperuki,Uramaki"
sambiranipoo,Therayar ,,Glycyrrhiza glabra,Diabetes,Sweet ,Cold ,Sweet,"Varatchiyakatri,Ullalagatri,kollaiyagatri,Malamilaki,Uramaki"
sambiranipoo,Therayar ,Dried rhizome ,Zingiber officinale,Diabetes,Pungent,Hot,Spicy ,"Agatuvaiyagatri,Pasitheethuntri,Umilneerperuki,Seripundaki,Vepamundaki,Thadipundaki"
sambiranipoo,Therayar ,,Piper nigrum,Diabetes,"Bitter, Pungent ",Hot,Spicy ,"karalundaki,agatuvaiagatri,muraiveppagatri,thadipuundaki,veppamundaki,veekankaraichi,vathamadaiki,nachheri"
sambiranipoo,Therayar ,,Piper longum,Diabetes,sweet,Cold ,Sweet,null
,,, punugu sattam,Diabetes,null,null,null,null
,,,sambiranipathangam,Diabetes,null,null,null,null
,,,Leucas aspera,Diabetes,"sweet, Pungent",Hot,Spicy ,"malagari,kolaiagatri,veppamundaki,ruthuundaki"
sambiranipoo,Therayar ,,Terminalia chebula,Diabetes,Astringent,Hot,Sweet,null
sambiranipoo,Therayar ,,Phyllanthus emblica,Diabetes,"Sour, Astringent, sweet",Cold ,Sweet,null
sambiranipoo,Therayar ,,Terminalia bellirica ,Diabetes,Astringent,Hot,Sweet,"Thuvarpi,kolaiagatri,malamilaki,uramaki"
sambiranipoo,Therayar ,,Piper Cubeba,Diabetes,"Pungent, viruvirupu",Hot,Spicy ,"veppamundaki,agatuvaiagatri,siruneerperuki,kolaiyagatri"
sambiranipoo,Therayar ,Arisi,Elettaria cardamomum,Diabetes,Pungent,Hot,Spicy ,"Vepamundaki,Agatuvaiyagatri,Pasitheethundi"
sambiranipoo,Therayar ,,Buchanania lanzan,Diabetes,Sweet,Cold ,Sweet,Enbaperruki
sambiranipoo,Therayar ,,Syzygium aromaticum,Diabetes,"pungent , Viruvirupu",Hot,Spicy ,"Esivagatri,Agatuvaiyagatri,Pasitheethundi"
sambiranipoo,Therayar ,,Oldenlandia unbellata,Diabetes,Sweet,Cold ,Sweet,"Kollaiyagatri,Kuruthiperukadaki,Pithaneerperuki"
sambiranipoo,Therayar ,,Coscinium fenestratum,Diabetes,Bitter,Hot,Spicy ,"veppagatri,pasithithundi,uramaki"
sambiranipoo,Therayar ,Leaf,Plumbago zeylanica,Diabetes,"Kasapu , virivirupu",Hot,Spicy ,"Muraivepagatri,Viyarvaiperuki"
serankottai legiyam,Therayar ,,Semecarpus anacardium,Diabetes,"Bitter , Viruvirupu",Hot,Spicy ,"Udalthetri,Punnaki"
serankottai legiyam,Therayar ,juice ,Borassus flabellifer,Diabetes,"Astringent, sweet",Cold ,Sweet,"thuvarpi,aanmaiperuki"
serankottai legiyam,Therayar ,Dried rhizome ,Zingiber officinale,Diabetes,Pungent,Hot,Spicy ,"Agatuvaiyagatri,Pasitheethuntri,Umilneerperuki,Seripundaki,Vepamundaki,Thadipundaki"
serankottai legiyam,Therayar ,,Piper nigrum,Diabetes,"Bitter, Pungent ",Hot,Spicy ,"karalundaki,agatuvaiagatri,muraiveppagatri,thadipuundaki,veppamundaki,veekankaraichi,vathamadaiki,nachheri"
serankottai legiyam,Therayar ,,Piper longum,Diabetes,sweet,Cold ,Sweet,null
serankottai legiyam,Therayar ,,Syzygium aromaticum,Diabetes,"pungent , Viruvirupu",Hot,Spicy ,"Esivagatri,Agatuvaiyagatri,Pasitheethundi"
serankottai legiyam,Therayar ,,Pimpinella anisum,Diabetes," Pungent , Sweet",Hot,Spicy ,"Agatuvaiyagatri,Pasitheethundi"
serankottai legiyam,Therayar ,,Cuminum cyminum,Diabetes,"Pungent , Sweet",Cold ,Sweet,"Agatuvaiyagatri,Vepammundaki,Pasitheethundi,Thuvarpi"
sambiranipoo,Therayar ,,Boswellia serrata,Diabetes,Bitter,Hot,Spicy ,"Pasitheethundi,Viyarvaiperuki,Thuvarpi,Kulirchiyundaki,Siruneerpruki,Rudhuundaki,Kollaiyagatri"
,,,venrasam,Diabetes,null,null,null,null
sambiranipoo,Therayar ,,Myristica fragrans,Diabetes,"Astringent , Pungent",Hot,Spicy ,"Vekkammundaki,Agatuvaiyagatri,Moorchaiyundaki,Manamooti,Kaamaperuki,Uramaki"
sambiranipoo,Therayar ,,Piper Cubeba,Diabetes,"Pungent, viruvirupu",Hot,Spicy ,"veppamundaki,agatuvaiagatri,siruneerperuki,kolaiyagatri"
sambiranipoo,Therayar ,,Buchanania lanzan,Diabetes,Sweet,Cold ,Sweet,Enbaperruki
sambiranipoo,Therayar ,,Syzygium aromaticum,Diabetes,"pungent , Viruvirupu",Hot,Spicy ,"Esivagatri,Agatuvaiyagatri,Pasitheethundi"
sambiranipoo,Therayar ,,Oldenlandia umbellata,Diabetes,Sweet,Cold ,Sweet,"Kollaiyagatri,Kuruthiperukadaki,Pithaneerperuki"
sambiranipoo,Therayar ,,Coscinium fenestratum,Diabetes,Bitter,Hot,Spicy ,"veppagatri,pasithithundi,uramaki"
sambiranipoo,Therayar ,,Chrysanthemum indicum,Diabetes,Bitter,Hot,Pungent ,"Malamilaki,Vepammundaki,Muraivepagatri,Uramaki"
sambiranipoo,Therayar ,,Plumbago zeylanica,Diabetes,"Kasapu , virivirupu",Hot,Spicy ,"Muraivepagatri,Viyarvaiperuki"
sambiranipoo,Therayar ,,Indigofera aspalathoides,Diabetes,Bitter,Hot,Spicy ,"Vepammundaki,Ulalalatri"
kodasalak kulikai,Therayar ,,Terminalia chebula,Diabetes,Astringent,Hot,Sweet,null
kodasalak kulikai,Therayar ,,Phyllanthus emblica,Diabetes,"Sour, Astringent, sweet",Cold ,Sweet,null
kodasalak kulikai,Therayar ,,Terminalia bellirica ,Diabetes,Astringent,Hot,Sweet,"Thuvarpi,kolaiagatri,malamilaki,uramaki"
kodasalak kulikai,Therayar ,Dried rhizome ,Zingiber officinale,Diabetes,Pungent,Hot,Spicy ,"Agatuvaiyagatri,Pasitheethuntri,Umilneerperuki,Seripundaki,Vepamundaki,Thadipundaki"
kodasalak kulikai,Therayar ,,Piper nigrum,Diabetes,"Bitter, Pungent ",Hot,Spicy ,"karalundaki,agatuvaiagatri,muraiveppagatri,thadipuundaki,veppamundaki,veekankaraichi,vathamadaiki,nachheri"
kodasalak kulikai,Therayar ,,Piper longum,Diabetes,sweet,Cold ,Sweet,null
,,,pavalam,Diabetes,null,null,null,null
,,,kolamoothiram,Diabetes,null,null,null,null
kodasalak kulikai,Therayar ,,Costus speciosus,Diabetes,"Bitter , Viruvirupu",Hot,Spicy ,"Pasitheethundi,Kollaiyagatri,Uramaki,Vepammundaki,Viyarvaiperuki"
kodasalak kulikai,Therayar ,,Coccinia grandis,Diabetes,Sweet,Cold ,Sweet,"Kollaiyagatri,Esivagatri,Muraivepagatri,Vepammundaki,Viyarvaiperuki"
kodasalak kulikai,Therayar ,,Curculigo orchioides,Diabetes,sweet,Cold ,Sweet,"uramaki,siruneerperuki,thuvarpi,agatuvaiagatri,varatchiyagatri"
kodasalak kulikai,Therayar ,,Cyperus rotundus,Diabetes,null,null,null,"Thuvarpi,Vepammundaki,Uramaki,Siruneerperuki,Viyarvaiperuki,Ulalalatri,Rudhuundaki,Puluvagatri"
kodasalak kulikai,Therayar ,,Andrographis echioides,Diabetes,"Bitter , Astringent ",Cold ,Spicy ,null
kodasalak kulikai,Therayar ,,Aridaram ,Diabetes,null,null,null,null
